"gene","logFC","AveExpr","t","pvalue","padj"
"TAF6",-0.2446,10.9952,-1.7953,0.0726,0.1772
"CNPY4",-0.5572,8.8302,-3.2501,0.001154,0.008042
"MBLAC1",-0.4059,6.9269,-1.5805,0.114,0.2457
"LAMTOR4",0.0857,10.9304,0.3459,0.7294,0.8345
"C7orf43",-0.1991,9.3367,-1.0728,0.2833,0.4571
"GAL3ST4",-0.5105,8.7281,-1.8827,0.05974,0.1545
"GPC2",-0.0585,6.8296,-0.1206,0.904,0.9474
"STAG3",-0.1795,8.6644,-0.8262,0.4087,0.5802
"PVRIG",-0.4308,7.7269,-1.6107,0.1072,0.2358
"GATS",-0.2883,8.8867,-1.2435,0.2137,0.3796
"SPDYE3",-0.0945,8.1369,-0.5396,0.5895,0.7327
"PILRB",-0.7303,10.2415,-2.7839,0.005372,0.02569
"PILRA",-0.1309,9.306,-0.5155,0.6062,0.7449
"ZCWPW1",-0.049,7.945,-0.1874,0.8514,0.9157
"MEPCE",-0.196,10.8207,-1.0197,0.3079,0.4825
"PPP1R35",0.4331,8.8437,1.931,0.05349,0.1427
"C7orf61",-1.4694,6.3471,-3.639,0.0002737,0.002614
"TSC22D4",-0.2052,10.7434,-1.398,0.1621,0.3139
"NYAP1",-0.9511,6.5343,-1.896,0.05796,0.1511
"AGFG2",0.4115,9.7152,2.0425,0.0411,0.1183
"SAP25",0.7775,7.3585,1.9465,0.0516,0.1392
"LRCH4",0.3405,10.7206,2.0795,0.03758,0.111
"FBXO24",0.3989,6.602,1.3977,0.1622,0.314
"PCOLCE",-0.1423,10.8828,-0.5176,0.6047,0.7441
"MOSPD3",0.1611,9.2121,0.9059,0.365,0.5395
"TFR2",0.451,7.0258,1.1642,0.2443,0.4143
"GNB2",-0.2356,12.6463,-1.633,0.1025,0.2288
"GIGYF1",-0.1813,10.8607,-0.7686,0.4421,0.6109
"POP7",-0.2175,9.6208,-1.1738,0.2405,0.41
"EPHB4",-0.2552,11.8165,-0.9437,0.3453,0.5201
"SLC12A9",-0.1996,10.5825,-1.0458,0.2957,0.4696
"TRIP6",-0.6954,10.8874,-2.4209,0.01548,0.05745
"SRRT",-0.5025,11.507,-3.7454,0.0001801,0.001866
"UFSP1",0.2504,6.8512,0.7798,0.4355,0.6052
"ACHE",-0.2064,7.886,-0.4009,0.6885,0.8048
"MUC3A",3.1652,8.4047,5.6823,1.329e-08,6.22e-07
"MUC12",0.9287,7.0038,1.905,0.05678,0.1487
"TRIM56",-0.004,11.5257,-0.0182,0.9855,0.992
"SERPINE1",-0.7979,11.4746,-1.6151,0.1063,0.2344
"AP1S1",0.3497,10.5014,1.8831,0.05969,0.1544
"PLOD3",-0.3685,11.3658,-1.589,0.1121,0.2429
"ZNHIT1",0.5337,10.9758,2.3524,0.01865,0.06621
"CLDN15",-0.5679,8.2231,-1.5264,0.1269,0.2654
"FIS1",0.6465,11.2002,3.0352,0.002403,0.01415
"IFT22",0.1106,9.6613,0.5232,0.6009,0.7412
"COL26A1",-2.475,6.7854,-4.7299,2.247e-06,5.122e-05
"CUX1",-0.3708,12.3589,-1.9728,0.04852,0.1331
"SH2B2",-0.6473,7.9071,-2.7283,0.006366,0.02929
"SPDYE6",-0.1002,6.6477,-0.3164,0.7517,0.8502
"PRKRIP1",-0.137,9.8499,-0.9892,0.3226,0.4983
"ORAI2",0.2851,10.3026,1.1094,0.2672,0.4395
"ALKBH4",-0.3396,8.8591,-1.9811,0.04758,0.1316
"LRWD1",-0.1553,9.5337,-0.6766,0.4987,0.6597
"POLR2J",-0.004,10.7951,-0.0222,0.9823,0.9907
"RASA4B",0.7173,9.4254,2.5241,0.0116,0.0461
"SPDYE2",-0.2726,7.0495,-0.9278,0.3535,0.5281
"POLR2J3",-0.7852,10.6656,-2.8244,0.004737,0.02331
"RP11-514P8.7",0.0255,8.7431,0.1102,0.9123,0.9519
"RASA4",0.5501,9.2512,1.9525,0.05087,0.1378
"UPK3BL",-0.8289,9.8627,-2.656,0.007907,0.03446
"RP11-514P8.6",-0.3916,10.0467,-1.412,0.158,0.3084
"SPDYE2B",-0.4572,7.1823,-1.3919,0.164,0.3166
"POLR2J2",-0.7045,10.0629,-2.5389,0.01112,0.0447
"FAM185A",0.1749,7.8211,0.8467,0.3972,0.5701
"LRRC17",-0.8187,7.7542,-2.1295,0.03321,0.1015
"FBXL13",-0.6795,7.0155,-1.4302,0.1526,0.3006
"ARMC10",-0.1362,10.179,-0.7572,0.449,0.617
"NAPEPLD",0.3939,9.5921,1.8381,0.06605,0.1656
"PMPCB",0.0599,10.965,0.3608,0.7183,0.8264
"DNAJC2",-0.6094,10.1874,-3.3339,0.0008565,0.0064
"PSMC2",-0.3396,11.5018,-2.3268,0.01998,0.06957
"SLC26A5",0.3493,6.4269,0.6269,0.5307,0.6862
"RELN",1.738,7.7075,3.6397,0.000273,0.002609
"ORC5",-0.2721,9.2856,-1.4533,0.1461,0.2917
"LHFPL3",-0.5706,6.6114,-0.8978,0.3693,0.544
"KMT2E",-0.2575,11.5247,-1.6257,0.104,0.2312
"SRPK2",-0.2525,10.65,-1.4613,0.1439,0.2883
"PUS7",-0.7577,9.485,-3.5427,0.000396,0.003509
"RINT1",-0.0654,9.6869,-0.3548,0.7228,0.8296
"EFCAB10",0.2742,8.3848,1.0823,0.2791,0.453
"ATXN7L1",-0.8258,8.6012,-3.8844,0.0001026,0.001191
"CDHR3",1.4542,8.2042,2.3876,0.01696,0.0616
"SYPL1",-0.6349,12.1173,-3.1108,0.001866,0.01161
"NAMPT",0.1272,12.5097,0.272,0.7856,0.873
"CCDC71L",-0.309,9.9778,-1.5309,0.1258,0.2638
"PIK3CG",0.2212,8.3863,0.528,0.5975,0.7383
"PRKAR2B",1.3707,9.0731,3.5233,0.0004262,0.003707
"HBP1",0.2718,11.6112,1.5841,0.1132,0.2444
"COG5",0.0842,11.3207,0.6045,0.5455,0.6976
"DUS4L",-0.013,8.3847,-0.0636,0.9493,0.9719
"BCAP29",0.3158,10.8417,1.4735,0.1406,0.2837
"SLC26A4",-0.1041,6.9807,-0.255,0.7987,0.8809
"CBLL1",-0.2538,9.9449,-1.4585,0.1447,0.2896
"DLD",-0.2343,11.3966,-1.3706,0.1705,0.3254
"LAMB1",-0.9376,12.5318,-3.9216,8.796e-05,0.001046
"LAMB4",-3.2019,6.553,-5.0981,3.43e-07,1.048e-05
"NRCAM",-1.8952,9.0172,-3.5326,0.0004116,0.003613
"PNPLA8",0.2117,10.5486,1.1676,0.243,0.4128
"THAP5",0.0606,9.7904,0.3112,0.7556,0.8529
"DNAJB9",0.6395,10.6856,2.2908,0.02197,0.07467
"LRRN3",1.7645,7.6326,4.3571,1.318e-05,0.0002222
"IMMP2L",0.744,8.1672,2.9631,0.003045,0.01693
"DOCK4",0.7522,10.2881,2.7966,0.005164,0.02495
"ZNF277",0.53,9.569,2.5629,0.01038,0.04247
"IFRD1",-0.0876,10.2562,-0.3343,0.7382,0.841
"LSMEM1",-0.031,6.744,-0.0878,0.9301,0.9616
"TMEM168",0.0187,10.209,0.1196,0.9048,0.9479
"BMT2",0.1272,9.1882,0.4915,0.6231,0.7583
"GPR85",-0.2084,7.334,-0.6792,0.497,0.6584
"LINC00998",0.1517,10.0443,0.7608,0.4468,0.6149
"FOXP2",0.2074,8.3841,0.4863,0.6268,0.761
"MDFIC",0.6817,10.6279,2.6661,0.007673,0.03374
"TFEC",0.6893,8.7038,1.6617,0.09658,0.2187
"TES",0.2806,11.6728,1.8307,0.06715,0.1676
"CAV2",-0.1985,11.9672,-0.7143,0.475,0.6391
"CAV1",0.1895,12.7674,0.6778,0.4979,0.6592
"MET",0.4432,12.0134,1.6089,0.1076,0.2364
"CAPZA2",0.724,12.0116,3.2967,0.0009784,0.007083
"ST7",0.1592,10.3967,0.9519,0.3412,0.5158
"WNT2",0.2965,8.619,0.7367,0.4613,0.6277
"CFTR",2.0882,8.7986,3.4456,0.0005698,0.004631
"CTTNBP2",-2.1889,7.6957,-4.8296,1.368e-06,3.355e-05
"LSM8",-0.1158,9.7166,-0.7053,0.4806,0.6441
"KCND2",0.4817,7.1357,1.104,0.2696,0.4426
"TSPAN12",2.0619,10.2762,5.4576,4.826e-08,1.887e-06
"ING3",0.3632,8.957,1.8591,0.06301,0.1601
"CPED1",1.35,9.0122,3.5682,0.0003594,0.00325
"WNT16",-2.1754,6.4241,-3.3342,0.0008554,0.006398
"FAM3C",-0.5176,10.9234,-1.8543,0.0637,0.1613
"PTPRZ1",-2.8937,8.9876,-4.5937,4.354e-06,8.957e-05
"AASS",0.4056,8.783,1.1332,0.2571,0.4283
"FEZF1",0.6724,6.7536,0.8659,0.3866,0.5599
"CADPS2",1.4683,10.4279,4.7004,2.597e-06,5.725e-05
"IQUB",1.2189,6.8184,2.297,0.02162,0.07386
"NDUFA5",0.4384,10.7504,2.484,0.01299,0.05048
"WASL",0.2634,11.331,1.7363,0.08251,0.1945
"GPR37",-0.1783,7.4746,-0.4063,0.6845,0.8022
"POT1",5e-04,9.7279,0.0028,0.9978,0.9987
"GRM8",-0.3076,6.6079,-0.6877,0.4916,0.6539
"ZNF800",0.3265,9.6327,2.231,0.02568,0.08372
"ARF5",-0.0994,11.9389,-0.5342,0.5932,0.7352
"GCC1",-0.0326,10.6167,-0.2461,0.8056,0.8863
"FSCN3",-0.086,9.9202,-0.4477,0.6543,0.7816
"LRRC4",-2.453,8.8327,-4.5371,5.704e-06,0.0001126
"SND1",0.0762,12.7591,0.3825,0.7021,0.8152
"RBM28",-0.2765,10.1547,-1.472,0.141,0.2843
"PRRT4",-0.612,6.405,-1.0725,0.2835,0.4573
"IMPDH1",-0.381,10.7328,-1.4497,0.1471,0.293
"HILPDA",0.0628,9.5721,0.1707,0.8644,0.923
"METTL2B",0.213,9.7839,1.4138,0.1574,0.3077
"FAM71F2",-0.6451,6.297,-1.5481,0.1216,0.2576
"CALU",0.0294,12.8275,0.154,0.8776,0.9314
"OPN1SW",0.4033,6.8786,1.5882,0.1123,0.2431
"CCDC136",-0.2755,7.0594,-0.59,0.5552,0.7053
"FLNC",1.0704,9.6143,2.8849,0.003915,0.02033
"ATP6V1F",0.2403,11.517,1.0793,0.2805,0.4544
"RP11-309L24.4",-0.5512,6.9778,-1.3265,0.1847,0.3442
"KCP",0.186,9.6692,0.8103,0.4177,0.5887
"IRF5",-0.4718,9.5598,-1.5793,0.1143,0.246
"TNPO3",-0.3862,11.1469,-2.2346,0.02544,0.08314
"RP11-286H14.4",-0.5073,8.4335,-2.8473,0.004409,0.02212
"TSPAN33",-0.6902,9.1656,-2.3963,0.01656,0.06048
"SMO",-1.7657,9.3556,-5.9164,3.291e-09,1.886e-07
"AHCYL2",1.6858,11.5034,5.3674,7.99e-08,2.951e-06
"STRIP2",0.4751,7.7422,1.1173,0.2639,0.4357
"SMKR1",1.1808,6.8134,2.6231,0.008713,0.03708
"NRF1",-0.1103,9.4991,-1.0425,0.2972,0.4714
"UBE2H",-0.1498,12.4356,-0.8827,0.3774,0.5521
"ZC3HC1",-0.0195,9.14,-0.1245,0.9009,0.9458
"KLHDC10",0.41,10.7839,2.1545,0.0312,0.09693
"TMEM209",0.0319,9.9373,0.2088,0.8346,0.9047
"CPA4",-2.7398,6.7707,-3.291,0.0009983,0.007173
"CEP41",-0.0552,8.9301,-0.26,0.7949,0.8784
"MEST",-0.7337,10.8674,-2.1917,0.0284,0.09035
"COPG2",-0.4025,10.3139,-1.6847,0.09205,0.2115
"TSGA13",0.1049,6.3972,0.3215,0.7479,0.8475
"MKLN1",0.1186,11.0317,0.758,0.4484,0.6167
"PODXL",-0.4861,11.5669,-1.5873,0.1125,0.2434
"PLXNA4",-0.0914,7.9404,-0.2239,0.8228,0.897
"CHCHD3",0.2347,11.6126,1.5081,0.1315,0.2716
"EXOC4",0.1356,11.3076,0.8676,0.3856,0.5593
"LRGUK",0.9864,6.6205,1.8377,0.06611,0.1657
"SLC35B4",-0.2692,9.4761,-1.7632,0.07787,0.1865
"AKR1B1",-0.2758,11.2606,-0.8957,0.3704,0.5452
"AKR1B10",-1.3466,8.9097,-1.3093,0.1904,0.3515
"AKR1B15",-0.9165,7.2959,-0.9506,0.3418,0.5164
"BPGM",-0.224,9.8241,-1.1699,0.2421,0.4118
"CALD1",-0.2564,12.7754,-1.2445,0.2133,0.3793
"AGBL3",0.7432,7.111,2.3164,0.02054,0.07112
"TMEM140",0.0511,10.4274,0.2713,0.7862,0.8733
"C7orf49",0.0542,10.4582,0.2746,0.7836,0.8719
"WDR91",-0.9331,10.1036,-3.6905,0.0002238,0.002219
"CNOT4",-0.2479,9.7232,-1.7467,0.08068,0.1914
"NUP205",-0.4518,11.1716,-2.0629,0.03912,0.1144
"C7orf73",-0.222,10.9782,-1.0881,0.2765,0.4501
"SLC13A4",-0.1692,6.9222,-0.4667,0.6407,0.7713
"FAM180A",0.4704,6.9206,1.201,0.2298,0.3984
"LUZP6",-0.2014,9.2675,-1.3188,0.1872,0.3476
"MTPN",-0.18,12.6858,-1.1276,0.2595,0.431
"CHRM2",1.1835,6.3893,1.6425,0.1005,0.2254
"PTN",-3.3062,8.9843,-8.1169,4.784e-16,1.893e-13
"DGKI",-0.3801,6.5748,-1.1613,0.2455,0.4155
"CREB3L2",0.7357,11.8808,2.8492,0.004383,0.02203
"TRIM24",-0.0652,10.5472,-0.2654,0.7907,0.8762
"SVOPL",0.1811,6.7529,0.3551,0.7225,0.8294
"ATP6V0A4",2.0576,7.38,3.3893,0.0007007,0.00547
"TMEM213",1.9525,7.7608,3.6243,0.0002897,0.002743
"KIAA1549",-0.058,9.3972,-0.1628,0.8706,0.927
"ZC3HAV1L",-0.4162,7.7161,-1.3042,0.1922,0.3539
"ZC3HAV1",0.2261,11.0024,1.4547,0.1458,0.2911
"TTC26",0.3783,8.8539,1.3502,0.177,0.3338
"UBN2",0.1206,9.9234,0.5374,0.591,0.7335
"FMC1",0.813,8.5968,2.9308,0.003381,0.01832
"C7orf55-LUC7L2",-0.1259,11.1443,-0.9196,0.3578,0.5324
"LUC7L2",-0.2315,11.5405,-1.6113,0.1071,0.2357
"KLRG2",-2.9074,7.8493,-5.8946,3.756e-09,2.124e-07
"HIPK2",0.7023,11.5093,2.5664,0.01028,0.04212
"TBXAS1",0.7723,9.7302,2.5053,0.01224,0.04803
"PARP12",-0.4197,10.8581,-1.7794,0.07517,0.1818
"KDM7A",-0.2624,10.3857,-1.0058,0.3145,0.4899
"SLC37A3",0.1912,10.4316,1.1051,0.2691,0.442
"RAB19",2.1578,6.6681,5.7298,1.005e-08,4.872e-07
"MKRN1",-0.0228,11.958,-0.1206,0.904,0.9474
"DENND2A",0.1939,8.9844,0.8483,0.3963,0.5693
"ADCK2",4e-04,10.0757,0.0022,0.9982,0.9989
"NDUFB2",0.505,11.1213,2.666,0.007675,0.03374
"BRAF",-0.0133,10.3144,-0.0654,0.9479,0.9712
"MRPS33",0.336,9.9164,1.5753,0.1152,0.2475
"TMEM178B",-1.547,7.9416,-2.225,0.02608,0.08474
"AGK",-0.1309,9.8966,-0.8332,0.4047,0.5764
"KIAA1147",-0.0035,10.9111,-0.0141,0.9887,0.9941
"TAS2R4",0.1144,6.2968,0.2845,0.776,0.8665
"SSBP1",-0.0799,10.7971,-0.4739,0.6356,0.7677
"TAS2R5",-0.0463,6.3439,-0.1259,0.8998,0.9449
"CLEC5A",0.3558,8.1433,0.7975,0.4252,0.5958
"MGAM",1.0639,7.3047,2.2097,0.02713,0.08723
"PRSS2",0.1874,6.7558,0.2718,0.7858,0.873
"EPHB6",-2.7226,8.6675,-5.2796,1.295e-07,4.502e-06
"TRPV6",-1.7395,6.9228,-3.1439,0.001667,0.01066
"KEL",-4.0842,6.5719,-6.1703,6.818e-10,4.927e-08
"PIP",1.3484,6.3823,1.4553,0.1456,0.2908
"GSTK1",0.364,11.5647,1.5067,0.1319,0.272
"TMEM139",0.7244,8.2429,1.2875,0.1979,0.3604
"CASP2",-0.78,10.6339,-4.1855,2.845e-05,0.0004153
"FAM131B",-0.7326,6.9277,-2.4553,0.01408,0.05356
"ZYX",-0.6912,12.7057,-3.1064,0.001894,0.01174
"EPHA1",-1.1518,10.0407,-4.4552,8.383e-06,0.0001558
"CTAGE15",0.3972,7.2051,1.4078,0.1592,0.3102
"RP11-298A10.1",-0.7765,6.8626,-2.115,0.03443,0.1041
"TCAF2",-0.7725,8.363,-2.3936,0.01669,0.06084
"CTAGE6",0.3429,7.0324,1.1535,0.2487,0.4196
"TCAF1",0.0134,10.7029,0.0639,0.949,0.9718
"CTAGE4",0.4215,7.8355,1.341,0.1799,0.338
"ARHGEF35",0.3607,9.1721,1.2163,0.2239,0.3909
"OR2A7",0.1899,6.8429,0.516,0.6059,0.7446
"CTAGE8",0.2352,7.2997,0.726,0.4679,0.6329
"ARHGEF5",-0.1563,10.4408,-0.6603,0.509,0.6688
"TPK1",0.7431,8.0486,2.4771,0.01325,0.05125
"CNTNAP2",-0.5857,8.0766,-0.7491,0.4538,0.6212
"CUL1",-0.2932,11.2352,-2.387,0.01699,0.06163
"EZH2",-0.3026,8.9611,-0.8649,0.3871,0.5605
"PDIA4",-0.4343,13.2321,-2.2774,0.02276,0.07664
"ZNF786",-0.3394,8.398,-1.8033,0.07134,0.1751
"ZNF425",0.0106,7.3739,0.0468,0.9626,0.9799
"ZNF398",-0.1656,9.5038,-0.972,0.3311,0.5063
"ZNF282",-0.3551,10.2219,-2.0521,0.04016,0.1165
"ZNF212",-0.1488,9.2371,-0.8051,0.4207,0.5915
"ZNF783",-0.3155,9.1472,-1.3198,0.1869,0.347
"ZNF777",-0.3012,9.5002,-1.6902,0.09098,0.2094
"ZNF746",-0.1178,9.8115,-0.6122,0.5404,0.6933
"KRBA1",-0.796,8.5827,-2.99,0.00279,0.01589
"ZNF467",1.2261,8.4749,3.6753,0.0002376,0.002323
"SSPO",-0.367,6.9847,-0.7889,0.4302,0.6005
"ZNF862",0.3636,9.1304,1.5563,0.1196,0.2545
"ATP6V0E2",1.1204,9.8367,3.9277,8.575e-05,0.001026
"ACTR3C",-0.0146,7.9652,-0.0519,0.9586,0.9773
"ZBED6CL",-0.1215,8.7275,-0.4007,0.6886,0.805
"LRRC61",-0.5634,9.1834,-1.9621,0.04975,0.1355
"RARRES2",0.2276,11.1897,0.6381,0.5234,0.6803
"REPIN1",0.2059,11.4541,0.8798,0.379,0.5535
"RP11-511P7.7",0.0472,7.1389,0.1546,0.8771,0.9312
"ZNF775",-0.0606,7.7197,-0.1983,0.8428,0.91
"GIMAP8",0.2728,9.6296,0.9497,0.3423,0.5168
"GIMAP7",0.4248,9.1441,1.244,0.2135,0.3795
"GIMAP4",0.0971,10.1718,0.312,0.755,0.8525
"GIMAP6",0.3579,9.8791,1.1157,0.2645,0.4365
"GIMAP2",0.5845,8.7952,1.681,0.09276,0.2125
"GIMAP1",0.2512,8.7774,0.7762,0.4376,0.6071
"GIMAP1-GIMAP5",0.2108,9.8111,0.6293,0.5292,0.6849
"GIMAP5",0.2223,9.7861,0.6573,0.511,0.6701
"TMEM176B",0.4669,11.2572,1.3908,0.1643,0.3171
"TMEM176A",0.7701,10.5051,2.271,0.02315,0.07753
"AOC1",2.1158,7.8696,3.4317,0.0005998,0.004809
"KCNH2",1.2182,7.9499,1.9948,0.04606,0.1286
"NOS3",0.4472,8.9285,1.0759,0.282,0.456
"ATG9B",-0.1402,8.2654,-0.3221,0.7474,0.8473
"ABCB8",0.2263,10.2263,1.3896,0.1646,0.3176
"ASIC3",0.5349,6.7539,1.2435,0.2137,0.3796
"CDK5",0.0928,8.9851,0.4726,0.6365,0.7684
"SLC4A2",0.55,11.8646,3.03,0.002445,0.01438
"FASTK",-0.0757,10.9569,-0.4335,0.6646,0.7886
"TMUB1",0.048,10.0936,0.2509,0.8019,0.8835
"AGAP3",-0.1774,11.2874,-1.0143,0.3104,0.4854
"ABCF2",-0.2552,10.9286,-1.8804,0.06006,0.1549
"CHPF2",-0.0761,11.2642,-0.5237,0.6005,0.7411
"SMARCD3",0.7595,9.5782,2.5554,0.01061,0.04312
"NUB1",-0.0284,11.439,-0.1661,0.868,0.9254
"WDR86",0.2361,8.7908,1.0883,0.2764,0.45
"RHEB",0.3424,10.6747,1.7457,0.08086,0.1916
"PRKAG2",0.4495,9.7391,2.3148,0.02063,0.07134
"GALNT11",-0.3265,10.8734,-1.4336,0.1517,0.299
"KMT2C",0.1851,11.5186,0.826,0.4088,0.5804
"XRCC2",-1.0132,7.7637,-2.9655,0.003022,0.01683
"ACTR3B",-0.1592,8.3718,-0.7212,0.4708,0.6355
"DPP6",0.9858,6.6964,1.9116,0.05593,0.1472
"PAXIP1",-0.1134,9.5119,-0.5875,0.5569,0.7067
"INSIG1",-0.5453,11.1748,-2.1428,0.03213,0.09904
"EN2",-2.7676,6.3836,-3.9719,7.13e-05,0.0008803
"RBM33",-0.2298,10.8772,-1.3113,0.1897,0.3506
"SHH",-0.0494,7.9526,-0.081,0.9354,0.9642
"RNF32",0.2559,7.6868,0.9,0.3681,0.5427
"LMBR1",-0.2141,10.7822,-1.3109,0.1899,0.3507
